Filename,heightWithWidth,squarePercent,Hsyn,Wsyn,syn,matchVar,blurNumber,isClear
#lulongfei_L_&INN_@32_EYESQUARE2_42.bmp,1.5,0.731764706,0.020833333,0.09375,0.114583333,120.0869565,-20,1
#lulongfei_L_&INN_@46_PHONE_TYPE_1325391142426_2592x1944.bmp,1.411764706,0.704444444,0.041666667,0.029411765,0.071078431,120.0744681,132,1
881_#test_20170512_145744937.jpg,3.625,0.766666667,0.482758621,0.3125,0.795258621,119.9634146,39,-1
#lulongfei_L_&INN_@32_EYESQUARE2_55.bmp,1.352941176,0.740740741,0,0.088235294,0.088235294,119.9468085,-14,1
#lulongfei_L_&INN_@46_PHONE_TYPE_1325391145688_2592x1944.bmp,1.411764706,0.693333333,0.041666667,0.029411765,0.071078431,119.9444444,73,1
#lulongfei_L_&INN_@30_EYESQUARE2_63.bmp,1.5,0.738823529,0.020833333,0.03125,0.052083333,119.9375,20,1
#lulongfei_L_&INN_@30_EYESQUARE2_81.bmp,1.411764706,0.691111111,0.020833333,0,0.020833333,119.8484848,-18,1
#lulongfei_L_&INN_@30_EYESQUARE2_5.bmp,1.5625,0.699095023,0,0.0625,0.0625,119.6969697,15,1
723_#test_20170512_145735434.jpg,3.875,0.65625,0.124423963,0.1875,0.311923963,119.6914894,48,-1
#lulongfei_R_&INN_@40_PHONE_TYPE_1325391002903_2592x1944.bmp,1.5,0.724705882,0,0.0625,0.0625,119.6263736,44,1
#lulongfei_R_&INN_@40_PHONE_TYPE_1325391005421_2592x1944.bmp,1.6,0.77,0.020833333,0.066666667,0.0875,119.5604396,41,1
#lulongfei_R_&INN_@40_PHONE_TYPE_1325391006420_2592x1944.bmp,1.5,0.729411765,0,0.03125,0.03125,119.5543478,45,1
#lulongfei_L_&INN_@30_EYESQUARE2_78.bmp,1.470588235,0.651709402,0,0.088235294,0.088235294,119.42,-14,1
#lulongfei_L_&INN_@30_EYESQUARE2_57.bmp,1.470588235,0.658119658,0,0.117647059,0.117647059,119.4059406,61,1
#lulongfei_L_&INN_@30_EYESQUARE2_42.bmp,1.411764706,0.693333333,0.0625,0.058823529,0.121323529,119.3838384,-3,1
#lulongfei_L_&INN_@30_EYESQUARE2_76.bmp,1.5,0.736470588,0.020833333,0.0625,0.083333333,119.3541667,25,1
#lulongfei_R_&INN_@40_PHONE_TYPE_1325391004898_2592x1944.bmp,1.6,0.775,0,0.033333333,0.033333333,119.173913,43,1
#lulongfei_L_&INN_@46_PHONE_TYPE_1325391141890_2592x1944.bmp,1.4375,0.774509804,0,0.03125,0.03125,119.1724138,41,1
#lulongfei_L_&INN_@46_PHONE_TYPE_1325391142697_2592x1944.bmp,1.5,0.736470588,0,0.09375,0.09375,119.1666667,132,1
#lulongfei_L_&INN_@46_PHONE_TYPE_1325391143504_2592x1944.bmp,1.411764706,0.695555556,0.020833333,0.058823529,0.079656863,119.0957447,124,1
#lulongfei_R_&INN_@40_PHONE_TYPE_1325391007152_2592x1944.bmp,1.6,0.7725,0,0.066666667,0.066666667,119.076087,46,1
#Test_L_&INN_@30_PHONE_TYPE_1325376311873_2592x1944.bmp,2.8,0.774294671,0.107142857,0,0.107142857,119.0714286,19,-1
367_#Test_$_&INN_@30_PHONE_TYPE_1325376311873_2592x1944.bmp,2.8,0.774294671,0.107142857,0,0.107142857,119.0714286,19,-1
#lulongfei_L_&INN_@46_PHONE_TYPE_1325391140900_2592x1944.bmp,1.352941176,0.724537037,0.043478261,0.058823529,0.10230179,119.0227273,87,1
935_#test_20170512_145748010.jpg,5,0.755760369,0.3,0.333333333,0.633333333,119,81,-1
536_#test_20170512_145557866.jpg,3.222222222,0.743333333,0.103448276,0,0.103448276,118.9761905,50,-1
906_#test_20170512_145746282.jpg,3.875,0.552083333,0.322580645,0.3,0.622580645,118.9101124,81,-1
1005_#test_20170512_145752521.jpg,4.285714286,0.653225806,0.6,0.357142857,0.957142857,118.8952381,78,-1
#lulongfei_R_&INN_@40_PHONE_TYPE_1325391004714_2592x1944.bmp,1.5,0.734117647,0,0,0,118.8723404,43,1
#Test_L_&INN_@30_PHONE_TYPE_1325376313415_2592x1944.bmp,2.166666667,0.786324786,0,0.041666667,0.041666667,118.8571429,80,-1
379_#Test_$_&INN_@30_PHONE_TYPE_1325376313415_2592x1944.bmp,2.166666667,0.786324786,0,0.041666667,0.041666667,118.8571429,80,-1
#lulongfei_L_&INN_@32_EYESQUARE2_41.bmp,1.5,0.724705882,0.020833333,0.09375,0.114583333,118.7978723,-21,1
475_#test_20170512_145542906.jpg,3.75,0.727598566,0.095833333,0.125,0.220833333,118.7954545,56,-1
#Test_R_&INN_@30_PHONE_TYPE_1325376268319_2592x1944.bmp,6,0.865591398,0.266666667,0.1,0.366666667,118.7564103,9,-1
176_#Test_$_&INN_@30_PHONE_TYPE_1325376268319_2592x1944.bmp,6,0.865591398,0.266666667,0.1,0.366666667,118.7564103,9,-1
1027_#test_20170512_145754057.jpg,4.428571429,0.671875,0.064516129,0.285714286,0.350230415,118.628866,69,-1
#Test_L_&INN_@30_PHONE_TYPE_1325376315292_2592x1944.bmp,2.6,0.878787879,0.115384615,0.2,0.315384615,118.575,14,-1
393_#Test_$_&INN_@30_PHONE_TYPE_1325376315292_2592x1944.bmp,2.6,0.878787879,0.115384615,0.2,0.315384615,118.575,14,-1
#lulongfei_L_&INN_@46_PHONE_TYPE_1325391143380_2592x1944.bmp,1.4375,0.769607843,0.02173913,0.0625,0.08423913,118.5,109,1
#lulongfei_L_&INN_@30_EYESQUARE2_83.bmp,1.5625,0.687782805,0,0.125,0.125,118.5,29,1
#lulongfei_L_&INN_@32_EYESQUARE2_53.bmp,1.411764706,0.691111111,0.020833333,0.088235294,0.109068627,118.4375,-32,1
1006_#test_20170512_145752601.jpg,3.625,0.785185185,0.310344828,0.25,0.560344828,118.3292683,55,-1
#lulongfei_L_&INN_@46_PHONE_TYPE_1325391145502_2592x1944.bmp,1.352941176,0.729166667,0,0.029411765,0.029411765,118.2555556,121,1
#Test_L_&INN_@30_PHONE_TYPE_1325376310552_2592x1944.bmp,2.454545455,0.738095238,0.518518519,0.272727273,0.791245791,118.2380952,133,-1
358_#Test_$_&INN_@30_PHONE_TYPE_1325376310552_2592x1944.bmp,2.454545455,0.738095238,0.518518519,0.272727273,0.791245791,118.2380952,133,-1
#lulongfei_L_&INN_@46_PHONE_TYPE_1325391143761_2592x1944.bmp,1.4375,0.769607843,0,0.03125,0.03125,118.1363636,104,1
#lulongfei_L_&INN_@30_EYESQUARE2_4.bmp,1.5,0.712941176,0.041666667,0.09375,0.135416667,118.0833333,23,1
681_#test_20170512_145608122.jpg,5,0.820276498,0.057575758,0.333333333,0.390909091,118.0121951,84,-1
#yubin_R_&INN_@40_PHONE_TYPE_1325385085324_2592x1944.bmp,1.666666667,0.680288462,0.32,0.566666667,0.886666667,117.9892473,113,-1
#lulongfei_L_&INN_@46_PHONE_TYPE_1325391146350_2592x1944.bmp,1.352941176,0.726851852,0,0.029411765,0.029411765,117.9222222,118,1
#lulongfei_L_&INN_@30_EYESQUARE2_56.bmp,1.470588235,0.645299145,0.04,0.147058824,0.187058824,117.9207921,37,1
#lulongfei_L_&INN_@30_EYESQUARE2_84.bmp,1.470588235,0.64957265,0.04,0.029411765,0.069411765,117.9108911,29,1
#lulongfei_L_&INN_@32_EYESQUARE2_54.bmp,1.4375,0.759803922,0.02173913,0.0625,0.08423913,117.9,-29,1
#Test_L_&INN_@30_PHONE_TYPE_1325376318203_2592x1944.bmp,3.222222222,0.683333333,0.586206897,0.5,1.086206897,117.6627907,97,-1
409_#Test_$_&INN_@30_PHONE_TYPE_1325376318203_2592x1944.bmp,3.222222222,0.683333333,0.586206897,0.5,1.086206897,117.6627907,97,-1
764_#test_20170512_145737754.jpg,6.8,0.447619048,0,0.2,0.2,117.5232558,41,-1
#Test_R_&INN_@30_PHONE_TYPE_1325376261731_2592x1944.bmp,6,0.795698925,0.433333333,0,0.433333333,117.5,61,-1
138_#Test_$_&INN_@30_PHONE_TYPE_1325376261731_2592x1944.bmp,6,0.795698925,0.433333333,0,0.433333333,117.5,61,-1
974_#test_20170512_145750538.jpg,4,0.870689655,0.303571429,0.357142857,0.660714286,117.474359,49,-1
#lulongfei_L_&INN_@30_EYESQUARE2_59.bmp,1.5625,0.690045249,0.02,0.15625,0.17625,117.4356436,90,1
#Test_R_&INN_@30_PHONE_TYPE_1325376264593_2592x1944.bmp,5.166666667,0.6875,0.387096774,0.416666667,0.803763441,117.304878,14,-1
152_#Test_$_&INN_@30_PHONE_TYPE_1325376264593_2592x1944.bmp,5.166666667,0.6875,0.387096774,0.416666667,0.803763441,117.304878,14,-1
483_#test_20170512_145554938.jpg,3.111111111,0.782758621,0.053571429,0.055555556,0.109126984,117.2804878,55,-1
#Test_L_&INN_@30_PHONE_TYPE_1325376268918_2592x1944.bmp,5,0.806451613,0.133333333,0.166666667,0.3,117.25,12,-1
179_#Test_$_&INN_@30_PHONE_TYPE_1325376268918_2592x1944.bmp,5,0.806451613,0.133333333,0.166666667,0.3,117.25,12,-1
#lulongfei_L_&INN_@30_EYESQUARE2_3.bmp,1.6,0.75,0.0625,0.1,0.1625,117.0744681,20,1
#lulongfei_L_&INN_@30_EYESQUARE2_52.bmp,1.411764706,0.677777778,0.020833333,0.058823529,0.079656863,116.84,32,1
#Test_R_&INN_@30_PHONE_TYPE_1325376314341_2592x1944.bmp,4.142857143,0.8125,0.172413793,0.214285714,0.386699507,116.825,46,-1
384_#Test_$_&INN_@30_PHONE_TYPE_1325376314341_2592x1944.bmp,4.142857143,0.8125,0.172413793,0.214285714,0.386699507,116.825,46,-1
#lulongfei_L_&INN_@30_EYESQUARE2_53.bmp,1.5,0.72,0.041666667,0.0625,0.104166667,116.7244898,10,1
#Test_L_&INN_@30_PHONE_TYPE_1325376256083_2592x1944.bmp,6.2,0.734375,0.435483871,0.5,0.935483871,116.675,7,-1
108_#Test_$_&INN_@30_PHONE_TYPE_1325376256083_2592x1944.bmp,6.2,0.734375,0.435483871,0.5,0.935483871,116.675,7,-1
806_#test_20170512_145740490.jpg,3.625,0.696296296,0.603448276,0.125,0.728448276,116.5529412,76,-1
1018_#test_20170512_145753322.jpg,3.875,0.527777778,0.306451613,0.1875,0.493951613,116.5,39,-1
#lulongfei_L_&INN_@32_EYESQUARE2_38.bmp,1.411764706,0.666666667,0,0.058823529,0.058823529,116.4361702,-22,1
#lulongfei_R_&INN_@30_EYESQUARE2_85.bmp,1.857142857,0.720987654,0.038461538,0.035714286,0.074175824,116.184466,83,1
#lulongfei_L_&INN_@32_EYESQUARE2_31.bmp,1.4375,0.745098039,0.02173913,0.03125,0.05298913,115.9444444,21,1
#lulongfei_L_&INN_@32_EYESQUARE2_30.bmp,1.4375,0.74754902,0.02173913,0.09375,0.11548913,115.8888889,25,1
#lulongfei_L_&INN_@30_EYESQUARE2_80.bmp,1.5,0.705882353,0.020833333,0.03125,0.052083333,115.65625,77,1
#lulongfei_L_&INN_@32_EYESQUARE2_2.bmp,1.4375,0.735294118,0.065217391,0.03125,0.096467391,115.4333333,331,1
#lulongfei_L_&INN_@32_EYESQUARE2_63.bmp,1.352941176,0.701388889,0.02173913,0.058823529,0.08056266,115.4301075,90,1
#lulongfei_L_&INN_@32_EYESQUARE2_64.bmp,1.4375,0.737745098,0.02173913,0.0625,0.08423913,115.4130435,85,1
1090_#test_20170512_145826729.jpg,3.111111111,0.727586207,0.053571429,0,0.053571429,115.3975904,48,-1
#Test_L_&INN_@30_PHONE_TYPE_1325376322459_2592x1944.bmp,1.923076923,0.744505495,0.351428571,0.423076923,0.774505495,115.3372093,73,-1
439_#Test_$_&INN_@30_PHONE_TYPE_1325376322459_2592x1944.bmp,1.923076923,0.744505495,0.351428571,0.423076923,0.774505495,115.3372093,73,-1
#lulongfei_L_&INN_@32_EYESQUARE2_32.bmp,1.4375,0.732843137,0.02173913,0.0625,0.08423913,115.247191,21,1
552_#test_20170512_145558666.jpg,3,0.821428571,0.037037037,0.055555556,0.092592593,115.2,52,-1
#lulongfei_L_&INN_@32_EYESQUARE2_39.bmp,1.352941176,0.701388889,0,0.088235294,0.088235294,115.172043,41,1
#lulongfei_L_&INN_@32_EYESQUARE2_49.bmp,1.4375,0.737745098,0.02173913,0.0625,0.08423913,115.1304348,-22,1
#Test_L_&INN_@30_PHONE_TYPE_1325376286340_2592x1944.bmp,6,0.838709677,0.183333333,0.2,0.383333333,115.1153846,36,-1
291_#Test_$_&INN_@30_PHONE_TYPE_1325376286340_2592x1944.bmp,6,0.838709677,0.183333333,0.2,0.383333333,115.1153846,36,-1
973_#test_20170512_145750473.jpg,4.428571429,0.65234375,0.209677419,0.071428571,0.281105991,115.1078431,79,-1
1072_#test_20170512_145825801.jpg,4.285714286,0.725806452,0.192424242,0.357142857,0.5495671,114.9761905,109,-1
690_#test_20170512_145608986.jpg,4.833333333,0.842857143,0.228194726,0.125,0.353194726,114.9518072,85,-1
954_#test_20170512_145749402.jpg,6.2,0.661458333,0.096774194,0.2,0.296774194,114.9,59,-1
#Test_L_&INN_@30_PHONE_TYPE_1325376323193_2592x1944.bmp,2.7,0.782467532,0.148148148,0.1,0.248148148,114.8414634,15,-1
441_#Test_$_&INN_@30_PHONE_TYPE_1325376323193_2592x1944.bmp,2.7,0.782467532,0.148148148,0.1,0.248148148,114.8414634,15,-1
#Test_R_&INN_@30_PHONE_TYPE_1325376313415_2592x1944.bmp,2.363636364,0.793209877,0,0,0,114.7682927,40,-1
380_#Test_$_&INN_@30_PHONE_TYPE_1325376313415_2592x1944.bmp,2.363636364,0.793209877,0,0,0,114.7682927,40,-1
668_#test_20170512_145606794.jpg,4.428571429,0.609375,0.048387097,0.357142857,0.405529954,114.7325581,121,-1
#lulongfei_L_&INN_@32_EYESQUARE2_29.bmp,1.4375,0.732843137,0.043478261,0.0625,0.105978261,114.7222222,22,1
#lulongfei_L_&INN_@32_EYESQUARE2_33.bmp,1.4375,0.732843137,0.02173913,0.09375,0.11548913,114.6777778,21,1
#lulongfei_L_&INN_@32_EYESQUARE2_3.bmp,1.533333333,0.7734375,0.043478261,0.033333333,0.076811594,114.5888889,343,1
#Test_R_&INN_@30_PHONE_TYPE_1325376266320_2592x1944.bmp,5,0.760368664,0.3,0.25,0.55,114.525,18,-1
164_#Test_$_&INN_@30_PHONE_TYPE_1325376266320_2592x1944.bmp,5,0.760368664,0.3,0.25,0.55,114.525,18,-1
749_#test_20170512_145736826.jpg,3.625,0.625925926,0.793103448,0.1875,0.980603448,114.4065934,69,-1
#Test_R_&INN_@30_PHONE_TYPE_1325376313285_2592x1944.bmp,5,0.746543779,0.245098039,0.166666667,0.411764706,114.2804878,66,-1
378_#Test_$_&INN_@30_PHONE_TYPE_1325376313285_2592x1944.bmp,5,0.746543779,0.245098039,0.166666667,0.411764706,114.2804878,66,-1
#zhaiboyang_L_&INN_@42_PHONE_TYPE_1325400640033_2592x1944.bmp,1.714285714,0.749333333,0.145833333,0.214285714,0.360119048,114.2380952,75,1
880_#test_20170512_145744874.jpg,3.5,0.777777778,0.071428571,0.125,0.196428571,114.225,52,-1
#lulongfei_L_&INN_@32_EYESQUARE2_27.bmp,1.4375,0.723039216,0.043478261,0.0625,0.105978261,114.1590909,27,1
864_#test_20170512_145743882.jpg,4.428571429,0.53515625,0.693548387,0.785714286,1.479262673,114.1222222,89,-1
#lulongfei_L_&INN_@32_EYESQUARE2_28.bmp,1.4375,0.730392157,0.02173913,0.03125,0.05298913,114.1,19,1
#zhaiboyang_L_&INN_@30_EYESQUARE2_87.bmp,1.533333333,0.763020833,0.25083612,0.133333333,0.384169454,113.9347826,14,1
1071_#test_20170512_145825801.jpg,3.375,0.873015873,0.092592593,0,0.092592593,113.8333333,26,-1
862_#test_20170512_145743737.jpg,4.571428571,0.545454545,0.28125,0.357142857,0.638392857,113.8021978,111,-1
1092_#test_20170512_145826874.jpg,3.625,0.718518519,0.103448276,0.125,0.228448276,113.6463415,64,-1
#lulongfei_L_&INN_@30_EYESQUARE2_50.bmp,1.411764706,0.657777778,0.041666667,0.029411765,0.071078431,113.622449,18,1
#lulongfei_L_&INN_@32_EYESQUARE2_40.bmp,1.375,0.762148338,0,0.03125,0.03125,113.5,41,1
#lulongfei_L_&INN_@30_EYESQUARE2_1.bmp,1.714285714,0.746666667,0.020833333,0.071428571,0.092261905,113.127907,15,1
#lulongfei_L_&INN_@32_EYESQUARE2_26.bmp,1.4375,0.720588235,0.065217391,0.03125,0.096467391,113.1222222,26,1
938_#test_20170512_145748329.jpg,5.166666667,0.71875,0.269558769,0.25,0.519558769,113.0531915,79,-1
1069_#test_20170512_145825610.jpg,3.625,0.718518519,0.291187739,0.125,0.416187739,113.047619,79,-1
#lulongfei_L_&INN_@32_EYESQUARE2_4.bmp,1.533333333,0.7578125,0.043478261,0.033333333,0.076811594,112.8295455,334,1
341_#Test_$_&INN_@30_PHONE_TYPE_1325376307969_2592x1944.bmp,1.846153846,0.791428571,0.020833333,0.076923077,0.09775641,112.695122,38,1
#Test_R_&INN_@30_PHONE_TYPE_1325376307969_2592x1944.bmp,1.846153846,0.791428571,0.020833333,0.076923077,0.09775641,112.695122,38,-1
#zhaiboyang_L_&INN_@42_PHONE_TYPE_1325400644703_2592x1944.bmp,1.6,0.7125,0.020833333,0.066666667,0.0875,112.6111111,51,1
#lulongfei_L_&INN_@32_EYESQUARE2_1.bmp,1.4375,0.713235294,0.043478261,0.03125,0.074728261,112.5444444,29,1
#Test_R_&INN_@30_PHONE_TYPE_1325376311485_2592x1944.bmp,5,0.723502304,0.383333333,0.75,1.133333333,112.225,59,-1
364_#Test_$_&INN_@30_PHONE_TYPE_1325376311485_2592x1944.bmp,5,0.723502304,0.383333333,0.75,1.133333333,112.225,59,-1
963_#test_20170512_145749865.jpg,4.833333333,0.814285714,0.017241379,0.083333333,0.100574713,112.1764706,37,-1
#lulongfei_L_&INN_@32_EYESQUARE2_25.bmp,1.533333333,0.747395833,0.043478261,0.066666667,0.110144928,112.1590909,15,1
516_#test_20170512_145556937.jpg,2.6,0.801346801,0.134615385,0.1,0.234615385,112.0740741,37,-1
#lulongfei_R_&INN_@32_EYESQUARE2_40.bmp,1.4375,0.718137255,0.043478261,0.0625,0.105978261,112.0210526,59,1
822_#test_20170512_145741417.jpg,5.166666667,0.629464286,0.193548387,0.166666667,0.360215054,112.0116279,102,-1
#zhaiboyang_L_&INN_@42_PHONE_TYPE_1325400645072_2592x1944.bmp,1.6,0.7075,0.020833333,0.033333333,0.054166667,111.9666667,35,1
#lulongfei_L_&INN_@32_EYESQUARE2_48.bmp,1.4375,0.718137255,0,0.09375,0.09375,111.9565217,61,1
#lulongfei_R_&INN_@42_PHONE_TYPE_1325391059431_2592x1944.bmp,2.272727273,0.804487179,0.06,0.045454545,0.105454545,111.725,54,-1
#Test_L_&INN_@30_PHONE_TYPE_1325376311485_2592x1944.bmp,3.111111111,0.731034483,0.125,0.222222222,0.347222222,111.695122,26,-1
363_#Test_$_&INN_@30_PHONE_TYPE_1325376311485_2592x1944.bmp,3.111111111,0.731034483,0.125,0.222222222,0.347222222,111.695122,26,-1
#lulongfei_L_&INN_@30_EYESQUARE2_55.bmp,1.411764706,0.644444444,0.020833333,0.058823529,0.079656863,111.6930693,15,1
#zhaiboyang_L_&INN_@42_PHONE_TYPE_1325400644850_2592x1944.bmp,1.6,0.705,0.020833333,0.1,0.120833333,111.6777778,36,1
961_#test_20170512_145749802.jpg,5,0.686635945,0.052631579,0.083333333,0.135964912,111.5783133,33,-1
#lulongfei_L_&INN_@32_EYESQUARE2_45.bmp,1.533333333,0.75,0.02173913,0,0.02173913,111.5444444,79,1
#lulongfei_L_&INN_@32_EYESQUARE2_46.bmp,1.375,0.749360614,0.045454545,0.03125,0.076704545,111.5227273,78,1
#Test_R_&INN_@30_PHONE_TYPE_1325376266997_2592x1944.bmp,4.142857143,0.645833333,0.74137931,0.5,1.24137931,111.45,49,-1
170_#Test_$_&INN_@30_PHONE_TYPE_1325376266997_2592x1944.bmp,4.142857143,0.645833333,0.74137931,0.5,1.24137931,111.45,49,-1
907_#test_20170512_145746474.jpg,4.833333333,0.79047619,0.310344828,0.166666667,0.477011494,111.4347826,65,-1
949_#test_20170512_145749066.jpg,3.375,0.841269841,0.074074074,0.25,0.324074074,111.4230769,27,-1
#lulongfei_L_&INN_@32_EYESQUARE2_44.bmp,1.4375,0.705882353,0.02173913,0.0625,0.08423913,111.2473118,28,1
#Test_L_&INN_@30_PHONE_TYPE_1325376271045_2592x1944.bmp,4.142857143,0.741666667,0.103448276,0.142857143,0.246305419,111.175,19,-1
197_#Test_$_&INN_@30_PHONE_TYPE_1325376271045_2592x1944.bmp,4.142857143,0.741666667,0.103448276,0.142857143,0.246305419,111.175,19,-1
994_#test_20170512_145751930.jpg,2.8,0.652037618,0.446428571,0.15,0.596428571,111.1136364,53,-1
1035_#test_20170512_145754521.jpg,2.6,0.747474747,0.692307692,0.4,1.092307692,111.1,37,-1
800_#test_20170512_145740089.jpg,3.375,0.813492063,0.425925926,0.625,1.050925926,111.0384615,27,-1
512_#test_20170512_145556603.jpg,3.375,0.833333333,0.074074074,0.1875,0.261574074,110.9102564,56,-1
#lulongfei_L_&INN_@30_EYESQUARE2_48.bmp,1.5,0.670588235,0.020833333,0.09375,0.114583333,110.7777778,74,1
514_#test_20170512_145556682.jpg,2.888888889,0.840740741,0.115384615,0.111111111,0.226495726,110.7564103,48,-1
927_#test_20170512_145747609.jpg,3.625,0.62962963,0.5,0.4375,0.9375,110.7380952,37,-1
1088_#test_20170512_145826665.jpg,4.666666667,0.886699507,0.035714286,0.416666667,0.452380952,110.6578947,65,-1
783_#test_20170512_145738953.jpg,4.142857143,0.7,0.137931034,0.214285714,0.352216749,110.6363636,84,-1
984_#test_20170512_145751065.jpg,3.625,0.722222222,0.01532567,0.375,0.39032567,110.606383,62,-1
#lulongfei_R_&INN_@32_EYESQUARE2_50.bmp,1.4375,0.703431373,0.02173913,0.0625,0.08423913,110.5652174,76,1
#lulongfei_L_&INN_@32_EYESQUARE2_24.bmp,1.533333333,0.7421875,0.02173913,0.066666667,0.088405797,110.5505618,23,1
#lulongfei_L_&INN_@30_EYESQUARE2_54.bmp,1.4375,0.705882353,0.02173913,0.0625,0.08423913,110.3789474,16,1
#lulongfei_L_&INN_@32_EYESQUARE2_9.bmp,1.4375,0.68872549,0,0.03125,0.03125,110.2333333,45,1
#lulongfei_L_&INN_@32_EYESQUARE2_11.bmp,1.4375,0.698529412,0.02173913,0.09375,0.11548913,110.2197802,27,1
711_#test_20170512_145734825.jpg,3.5,0.716475096,0.392857143,0.375,0.767857143,110.2,62,-1
#Test_L_&INN_@30_PHONE_TYPE_1325376291519_2592x1944.bmp,4.833333333,0.79047619,0.068965517,0,0.068965517,110.1666667,-2,-1
321_#Test_$_&INN_@30_PHONE_TYPE_1325376291519_2592x1944.bmp,4.833333333,0.79047619,0.068965517,0,0.068965517,110.1666667,-2,-1
#zhaiboyang_L_&INN_@42_PHONE_TYPE_1325400645819_2592x1944.bmp,1.642857143,0.788888889,0.358695652,0.071428571,0.430124224,110.1590909,75,1
713_#test_20170512_145734891.jpg,5,0.695852535,0.25,0.666666667,0.916666667,110.1,68,-1
#Test_R_&INN_@30_PHONE_TYPE_1325376283741_2592x1944.bmp,4.142857143,0.6875,0.5,0.285714286,0.785714286,110.05,46,-1
272_#Test_$_&INN_@30_PHONE_TYPE_1325376283741_2592x1944.bmp,4.142857143,0.6875,0.5,0.285714286,0.785714286,110.05,46,-1
1068_#test_20170512_145825610.jpg,3.25,0.868312757,0.25,0.0625,0.3125,110,61,-1
720_#test_20170512_145735289.jpg,3.625,0.633333333,0.172413793,0.3125,0.484913793,109.9879518,60,-1
#lulongfei_L_&INN_@32_EYESQUARE2_59.bmp,1.375,0.739130435,0.022727273,0,0.022727273,109.9666667,18,1
#lulongfei_L_&INN_@32_EYESQUARE2_12.bmp,1.4375,0.698529412,0.02173913,0.125,0.14673913,109.9565217,71,1
#lulongfei_L_&INN_@32_EYESQUARE2_5.bmp,1.533333333,0.731770833,0.02173913,0.1,0.12173913,109.9444444,42,1
972_#test_20170512_145750266.jpg,5.166666667,0.571428571,0.333333333,0.833333333,1.166666667,109.9120879,80,-1
#lulongfei_L_&INN_@30_EYESQUARE2_47.bmp,1.5,0.654117647,0.041666667,0.09375,0.135416667,109.7938144,40,1
#lulongfei_L_&INN_@32_EYESQUARE2_13.bmp,1.533333333,0.739583333,0.02173913,0.1,0.12173913,109.5666667,74,1
#lulongfei_L_&INN_@32_EYESQUARE2_47.bmp,1.375,0.73657289,0,0.0625,0.0625,109.3666667,56,1
#lulongfei_R_&INN_@30_EYESQUARE2_80.bmp,1.666666667,0.689903846,0,0,0,109.2201835,81,1
#Test_R_&INN_@30_PHONE_TYPE_1325376261592_2592x1944.bmp,5.8,0.838888889,0,0.1,0.1,109.1315789,12,-1
136_#Test_$_&INN_@30_PHONE_TYPE_1325376261592_2592x1944.bmp,5.8,0.838888889,0,0.1,0.1,109.1315789,12,-1
#zhaiboyang_L_&INN_@42_PHONE_TYPE_1325400646955_2592x1944.bmp,1.714285714,0.728,0.041666667,0.142857143,0.18452381,109.1034483,65,1
#lulongfei_L_&INN_@32_EYESQUARE2_61.bmp,1.375,0.726342711,0.045454545,0.03125,0.076704545,109.0454545,25,1
866_#test_20170512_145744073.jpg,3.857142857,0.745535714,0.481481481,0.30952381,0.791005291,109.0238095,65,-1
#lulongfei_L_&INN_@32_EYESQUARE2_62.bmp,1.533333333,0.71875,0.043478261,0.033333333,0.076811594,108.9425287,27,1
#lulongfei_R_&INN_@32_EYESQUARE2_38.bmp,1.533333333,0.731770833,0.043478261,0.1,0.143478261,108.8681319,78,1
804_#test_20170512_145740218.jpg,5.333333333,0.506493506,0.2890625,0.333333333,0.622395833,108.7319588,55,-1
#Test_L_&INN_@30_PHONE_TYPE_1325376313285_2592x1944.bmp,3.625,0.655555556,0.172413793,0.25,0.422413793,108.597561,111,-1
377_#Test_$_&INN_@30_PHONE_TYPE_1325376313285_2592x1944.bmp,3.625,0.655555556,0.172413793,0.25,0.422413793,108.597561,111,-1
#lulongfei_L_&INN_@32_EYESQUARE2_17.bmp,1.375,0.716112532,0.022727273,0.0625,0.085227273,108.4534884,-4,1
#zhaiboyang_L_&INN_@42_PHONE_TYPE_1325400646358_2592x1944.bmp,1.642857143,0.761111111,0.02173913,0.107142857,0.128881988,108.3809524,68,1
#lulongfei_L_&INN_@32_EYESQUARE2_60.bmp,1.375,0.718670077,0.045454545,0,0.045454545,108.3666667,21,1
#lulongfei_L_&INN_@32_EYESQUARE2_8.bmp,1.533333333,0.71875,0.02173913,0.033333333,0.055072464,108.3444444,66,1
#Test_R_&INN_@30_PHONE_TYPE_1325376324056_2592x1944.bmp,2.5,0.825174825,0.28,0.15,0.43,108.2948718,43,-1
448_#Test_$_&INN_@30_PHONE_TYPE_1325376324056_2592x1944.bmp,2.5,0.825174825,0.28,0.15,0.43,108.2948718,43,-1
#lulongfei_R_&INN_@32_EYESQUARE2_39.bmp,1.533333333,0.736979167,0,0.066666667,0.066666667,108.287234,70,1
835_#test_20170512_145742090.jpg,3.5,0.659003831,0.25,0.175,0.425,108.1632653,77,-1
#lulongfei_L_&INN_@30_EYESQUARE2_51.bmp,1.4375,0.693627451,0.02173913,0,0.02173913,108.1546392,32,1
#zhaiboyang_L_&INN_@42_PHONE_TYPE_1325400647096_2592x1944.bmp,1.642857143,0.758333333,0.130434783,0.071428571,0.201863354,108.0348837,44,1
#lulongfei_R_&INN_@32_EYESQUARE2_52.bmp,1.4375,0.68872549,0.02173913,0,0.02173913,107.9680851,88,1
